entity,period,loan_number,city,state,date_acquired,interest_rate,book_value,land_value,appraisal_date
PICA,2023Q1,121105CM,,,03/02/2010,4.4321,42375195,2693155,03/04/2040
PICA,2023Q1,121106CM,,,03/02/2010,4.4321,40713423,2587542,03/04/2040
PICA,2023Q1,121107CM,,,08/12/2011,3.3338,9877306,1489650,08/16/2041
PICA,2023Q1,121108CM,,,08/12/2011,3.3338,9877306,1489650,08/16/2041
PICA,2023Q1,121109CM,,,05/23/2013,3.107,6803845,1428889,05/28/2043
PICA,2023Q1,121110CM,,,05/23/2013,3.107,6087651,1278480,05/28/2043
PICA,2023Q1,121111CM,,,05/23/2013,3.107,4476214,940059,05/28/2043
PICA,2023Q1,121112CM,,,05/23/2013,3.107,8236234,1729708,05/28/2043
PICA,2023Q1,147382CM,,,01/14/2022,4.4321,4090238,202399,03/04/2040
PICA,2023Q1,147383CM,,,01/14/2022,4.4321,3332786,164917,03/04/2040
PICA,2023Q1,147384CM,,,10/31/2011,2.923,7691205,870226,11/02/2041
PICA,2023Q1,147385CM,,,10/31/2011,2.923,8011671,906485,11/02/2041
PICA,2023Q1,147386CM,,,10/31/2011,2.923,8524418,964500,11/02/2041
PICA,2023Q1,147387CM,,,10/31/2011,2.923,8524418,964500,11/02/2041
PICA,2023Q1,147388CM,,,10/31/2011,2.923,3044435,344464,11/02/2041
PICA,2023Q1,147389CM,,,10/31/2011,2.923,2820108,319083,11/02/2041
PICA,2023Q1,147390CM,,,10/31/2011,2.923,2948295,333586,11/02/2041
PICA,2023Q1,147391CM,,,10/31/2011,2.923,3044435,344464,11/02/2041
PICA,2023Q1,147392CM,,,10/31/2011,2.923,2756015,311831,11/02/2041
PICA,2023Q1,147393CM,,,10/31/2011,2.923,2756015,311831,11/02/2041
PICA,2023Q1,147394CM,,,10/31/2011,2.923,2627828,297327,11/02/2041
PICA,2023Q1,147395CM,,,10/31/2011,2.923,2627828,297327,11/02/2041
PICA,2023Q1,CORPORATE,,,05/15/2007,5.3956,6,187907,05/15/2037
PICA,2023Q1,138416PR,,,06/28/2021,3.9882,4197187,916629,03/07/2026
PICA,2023Q1,145907PR,- Receive: G7738@Aa3 -,SH,09/01/2021,4.4655,681379,19116,10/17/2023
PICA,2023Q1,146421PR,- Receive: 887389E@9 - Timken,CO,09/01/2021,3.91,61766,32809,09/07/2027
PICA,2023Q1,146452PR,- Receive: N5946*Aa9 -,NSI,09/01/2021,4.75,85653,13896,01/30/2026
PICA,2023Q1,150170PR,,,02/01/2022,4.8175,130140,84317,02/11/2059
PICA,2023Q2,717612380,Earle,AR,05/26/2023,5.21,2227500,4481002,
PICA,2023Q2,717612360,Dewitt,IL,05/05/2023,5.62,2312500,3700002,
PICA,2023Q2,717612371,Piatt,IL,06/22/2023,5.56,913000,1405929,
PICA,2023Q2,717612393,Brewster,WA,06/16/2023,6.46,22642061,42776164,
PICA,2023Q2,706111519,,LOS,05/31/2023,5.0,38690500,64696390,
PICA,2023Q2,706111539,Bensenville,IL,06/28/2023,4.9,22083000,31753370,
PICA,2023Q2,706111460,Northbrook,IL,05/03/2023,5.04,20559500,26670711,
PICA,2023Q2,706111461,Northfield,IL,05/03/2023,4.97,1160000,1342913,
PICA,2023Q2,706111510,Landover,MD,05/03/2023,5.3,9050500,12324017,
PICA,2023Q2,706111533,Silver Spring,MD,06/05/2023,5.25,9370947,14914667,
PICA,2023Q2,706111534,Silver Spring,MD,06/05/2023,5.25,13062532,18493144,
PICA,2023Q2,706111535,Silver Spring,MD,06/05/2023,5.25,9086979,13450701,
PICA,2023Q2,706111536,Silver Spring,MD,06/05/2023,5.25,19025862,24673450,
PICA,2023Q2,706111537,Silver Spring,MD,06/05/2023,5.25,2839681,4900873,
PICA,2023Q2,706111541,Pennsauken,NJ,06/23/2023,5.51,51500000,74582058,
PICA,2023Q2,706111550,,THE,06/15/2023,7.95,5913000,8371439,
PICA,2023Q2,Liability,,,11/15/2022,3991.73,11174,6433,11/15/2023
PICA,2023Q2,Liability,,,12/15/2022,3895.75,19416,13140,12/15/2023
PICA,2023Q2,121096CM,,,10/18/2010,3.5488,2515835,297031,10/20/2040
PICA,2023Q2,121097CM,,,10/18/2010,3.5488,2156430,254598,10/20/2040
PICA,2023Q2,121098CM,,,10/18/2010,3.5488,2036628,240454,10/20/2040
PICA,2023Q2,121099CM,,,05/23/2013,5.4631,1290753,269406,05/28/2043
PICA,2023Q2,121100CM,,,05/23/2013,5.4631,1290753,269406,05/28/2043
PICA,2023Q2,121101CM,,,05/23/2013,5.4631,1843933,384865,05/28/2043
PICA,2023Q2,121102CM,,,05/23/2013,5.4631,950149,1642092,05/28/2043
PICA,2023Q2,121105CM,,,03/02/2010,4.4321,42375195,2673409,03/04/2040
PICA,2023Q2,121106CM,,,03/02/2010,4.4321,40713423,2568570,03/04/2040
PICA,2023Q2,121107CM,,,08/12/2011,3.3338,9877306,1479593,08/16/2041
PICA,2023Q2,121108CM,,,08/12/2011,3.3338,9877306,1479593,08/16/2041
PICA,2023Q2,121109CM,,,05/23/2013,5.4631,6803845,1420097,05/28/2043
PICA,2023Q2,121110CM,,,05/23/2013,5.4631,6087651,1270613,05/28/2043
PICA,2023Q2,121111CM,,,05/23/2013,5.4631,4476214,934275,05/28/2043
PICA,2023Q2,121112CM,,,05/23/2013,5.4631,8236234,1719065,05/28/2043
PICA,2023Q2,121113CM,,,05/23/2013,5.4631,1232547,2130146,05/28/2043
PICA,2023Q2,125659CM,,,10/28/2011,3.099,1135086,2282504,11/01/2041
PICA,2023Q2,125660CM,,,08/22/2016,3.8865,8125211,1241987,06/29/2040
PICA,2023Q2,147378CM,,,01/14/2022,4.4321,3029806,148826,03/04/2040
PICA,2023Q2,147379CM,,,01/14/2022,4.4321,7877495,386947,03/04/2040
PICA,2023Q2,147380CM,,,01/14/2022,4.4321,7877495,386947,03/04/2040
PICA,2023Q2,147381CM,,,01/14/2022,4.4321,4090238,200915,03/04/2040
PICA,2023Q2,147382CM,,,01/14/2022,4.4321,4090238,200915,03/04/2040
PICA,2023Q2,147383CM,,,01/14/2022,4.4321,3332786,163708,03/04/2040
PICA,2023Q2,147384CM,,,10/31/2011,2.923,7691205,864417,11/02/2041
PICA,2023Q2,147385CM,,,10/31/2011,2.923,8011671,900435,11/02/2041
PICA,2023Q2,147386CM,,,10/31/2011,2.923,8524418,958063,11/02/2041
PICA,2023Q2,147387CM,,,10/31/2011,2.923,8524418,958063,11/02/2041
PICA,2023Q2,147388CM,,,10/31/2011,2.923,3044435,342165,11/02/2041
PICA,2023Q2,147389CM,,,10/31/2011,2.923,2820108,316953,11/02/2041
PICA,2023Q2,147390CM,,,10/31/2011,2.923,2948295,331360,11/02/2041
PICA,2023Q2,147391CM,,,10/31/2011,2.923,3044435,342165,11/02/2041
PICA,2023Q2,147392CM,,,10/31/2011,2.923,2756015,309750,11/02/2041
PICA,2023Q2,147393CM,,,10/31/2011,2.923,2756015,309750,11/02/2041
PICA,2023Q2,147394CM,,,10/31/2011,2.923,2627828,295343,11/02/2041
PICA,2023Q2,147395CM,,,10/31/2011,2.923,2627828,295343,11/02/2041
PICA,2023Q2,147396CM,,,10/31/2011,2.923,2115081,237715,11/02/2041
PICA,2023Q2,147397CM,,,10/31/2011,2.923,2691922,302546,11/02/2041
PICA,2023Q2,147398CM,,,10/31/2011,2.923,1281867,144070,11/02/2041
PICA,2023Q2,147399CM,,,10/31/2011,2.923,2627828,295343,11/02/2041
PICA,2023Q2,CORPORATE,,,05/15/2007,5.8527,6,186255,05/15/2037
PICA,2023Q2,89909CM,,,11/23/2009,3.8888,4737083,272453,11/25/2024
PICA,2023Q2,90760CM,,,03/02/2010,4.4321,11868701,1108841,03/04/2040
PICA,2023Q2,91036CM,,,03/30/2010,4.4913,18478723,1131442,04/01/2035
PICA,2023Q2,91125CM,,,04/16/2010,4.4563,21889894,2008788,04/20/2040
PICA,2023Q2,92884CM,,,08/25/2010,3.0953,2948274,548489,08/27/2030
PICA,2023Q2,93185CM,,,09/17/2010,3.415,9540616,1198886,09/21/2030
PICA,2023Q2,93188CM,,,09/17/2010,3.5388,6257959,1618655,09/21/2040
PICA,2023Q2,93394CM,,,10/18/2010,3.3738,8543790,1121764,10/20/2030
PICA,2023Q2,93543CM,,,11/15/2010,3.9613,3078253,432548,11/17/2040
PICA,2023Q2,93545LM,,,11/15/2010,3.9613,4339224,609737,11/17/2040
PICA,2023Q2,93546CM,,,11/15/2010,3.7688,16493205,1521482,11/17/2030
PICA,2023Q2,93548CM,,,11/15/2010,3.8863,16774482,1477882,11/17/2035
PICA,2023Q2,95102CM,,,05/20/2011,4.0513,2431478,310971,05/24/2041
PICA,2023Q2,95133CM,,,05/25/2011,4.0288,1156989,151289,05/27/2041
PICA,2023Q2,146434PR,,,09/01/2021,3.61,365847,67237,10/30/2024
PICA,2023Q2,147282PR,,,09/01/2021,4.5075,41506,18065,10/16/2028
PICA,2023Q3,717612363,Willcox,AZ,07/28/2023,5.12,14710000,24944423,
PICA,2023Q3,717612362,Canby,CA,09/07/2023,5.56,2450000,5002400,
PICA,2023Q3,717612391,Hollister,CA,09/29/2023,6.12,1285000,7558102,
PICA,2023Q3,717612408,Salinas,CA,09/05/2023,6.22,929150,1327312,
PICA,2023Q3,717612366,Hamer,ID,09/11/2023,5.11,14350943,45078238,
PICA,2023Q3,706111523,American Canyon,CA,07/06/2023,5.02,5000000,9771230,
PICA,2023Q3,706111526,American Canyon,CA,07/06/2023,5.02,5000000,9771230,
PICA,2023Q3,706111580,Calabasas,CA,09/05/2023,5.33,19980000,40826690,
PICA,2023Q3,706111369,City,OF,07/27/2023,4.03,49270228,91634138,
PICA,2023Q3,706111559,Huntington Beach,CA,08/31/2023,6.93,38188750,54486580,
PICA,2023Q3,706111556,,LOS,09/05/2023,5.95,57305000,82982733,
PICA,2023Q3,706111569,Torrance,CA,08/31/2023,5.61,24062500,46247257,
PICA,2023Q3,706111557,Centennial,CO,08/31/2023,5.31,20400000,33635702,
PICA,2023Q3,754000465,Virum,DNK,07/14/2023,5.56,12988265,25702553,
PICA,2023Q3,750000467,Helsinki,FIN,07/14/2023,5.72,12240109,22086768,
PICA,2023Q3,706111551,Smyrna,GA,07/27/2023,6.08,21853500,33489869,
PICA,2023Q3,706111561,Boston,MA,09/27/2023,6.35,33774750,50798685,
PICA,2023Q3,706111593,Raleigh,NC,09/08/2023,8.079,24058918,42781707,
PICA,2023Q3,706111595,Newark,NJ,08/28/2023,4.75,3440000,4014847,
PICA,2023Q3,706111596,Pennsauken,NJ,09/18/2023,6.33,2000000,2950035,
PICA,2023Q3,753000466,Bromma,SWE,07/14/2023,6.0,2024261,4098573,
PICA,2024Q2,717612385,Camden,AR,04/26/2024,6.5,4127000,11951986,
PICA,2024Q2,717612425,Calipatria,CA,04/15/2024,5.99,3950000,10754000,
PICA,2024Q2,717612463,Chowchilla,CA,04/24/2024,5.38,4610000,16401171,
PICA,2024Q2,717612490,Kerman,CA,05/17/2024,5.98,9160000,15271798,
PICA,2024Q2,717612503,Kerman,CA,05/17/2024,5.88,23140000,38571052,
PICA,2024Q2,717612489,Sanger,CA,05/07/2024,6.07,28500000,47543996,
PICA,2024Q2,717612439,Alexandria,LA,05/02/2024,5.45,7000000,15367019,
PICA,2024Q2,717612474,Kennett,MO,05/17/2024,5.61,4400000,7996234,
PICA,2024Q2,717612504,Carlton,OR,06/26/2024,7.11,550476,1623942,
PICA,2024Q2,706110284,Burlingame,CA,06/01/2024,4.2,2121325,5960759,
PICA,2024Q2,706111409,City,OF,04/05/2024,5.12,61200000,86490022,
PICA,2024Q2,706111660,Fremont,CA,06/12/2024,6.25,65431500,110343512,
PICA,2024Q2,750000488,Leipzig,DEU,05/24/2024,4.45,20183742,30475628,
PICA,2024Q2,706111673,Lakeland,FL,05/15/2024,8.1,3476000,6294536,
PICA,2024Q2,706111682,Miami,FL,06/25/2024,6.04,54221000,79768392,
PICA,2024Q2,706110266,Tampa,FL,06/01/2024,3.86,1429400,3348118,
PICA,2024Q2,706110125,Fairburn,GA,06/01/2024,3.65,1753251,5955728,
PICA,2024Q2,706110164,Kennesaw,GA,06/01/2024,3.65,1218928,3381461,
PICA,2024Q2,706110165,Kennesaw,GA,06/01/2024,3.65,260672,520539,
PICA,2024Q2,749000473,Burton Upon Trent,GBR,04/04/2024,6.33,11411011,18717754,
PICA,2024Q2,706111655,Elwood,IL,04/17/2024,5.92,8676500,13521160,
PICA,2024Q2,706111678,Romeoville,IL,05/22/2024,8.58,35388679,62101266,
PICA,2024Q2,706110275,Arlington,MA,06/01/2024,3.84,4909083,9285819,
PICA,2024Q2,706111681,Jessup,MD,06/28/2024,6.37,4837500,6965183,
PICA,2024Q2,706110265,Durham,NC,06/01/2024,3.86,1131062,2219073,
PICA,2024Q2,750000472,Naaldwijk,NLD,04/04/2024,5.07,11321600,16958124,
PICA,2024Q2,706111701,Brooklyn,NY,06/07/2024,8.93,28000000,37240503,
PICA,2024Q2,706111656,Jamaica,NY,04/12/2024,8.83,9953500,14592939,
PICA,2024Q2,706111657,Jamaica,NY,04/12/2024,8.83,30000000,43983382,
PICA,2024Q2,706110043,,NEW,06/01/2024,3.28,4771645,8610671,
PICA,2024Q2,706110264,Carrollton,TX,06/01/2024,3.86,934355,2238918,
PICA,2024Q2,706110372,Salt Lake City,UT,06/01/2024,4.14,5264986,9388718,
PICA,2024Q2,706111620,Bailey'S Crossroads,VA,05/28/2024,6.38,46212500,67551031,
PICA,2024Q2,706110274,Seattle,WA,06/01/2024,4.06,8701948,13285664,
PICA,2024Q2,706111672,Seattle,WA,06/12/2024,6.26,17889760,24491432,
